COMMUNE_PCODE	commune	PROVINCE	REGION	area_km2	road_length_km	road_density_km_per_km2	indice_densite_routiere	Indice_transport	Indice_POI	Indice_accessibilite
MA0030022011103	Er-rissani	Errachidia	Drâa-Tafilalet	4072.163471757394	279.8641516308812	0.0687261583607551	0.95	0.0	0.73	0.62
MA0030022011105	Es-sfalat	Errachidia	Drâa-Tafilalet	162.4211219813165	40.61566285444999	0.2500639224689142	3.46	0.0	0.07	1.74
MA0030022011107	Et-taous	Errachidia	Drâa-Tafilalet	5854.481074641655	552.0371245739839	0.0942930923400027	1.3	0.48	5.73	1.94
MA0030022011109	Sidi Ali	Errachidia	Drâa-Tafilalet	7333.992684471412	333.0819891567186	0.045416187810218	0.63	0.0	0.77	0.47
MA0030022011301	Aghbalou N'Kerdous	Errachidia	Drâa-Tafilalet	1137.7815786787398	313.97176437594646	0.2759508241823964	3.81	0.0	0.15	1.94
MA0030022011302	Amellagou	Errachidia	Drâa-Tafilalet	885.5784360183219	141.92238759131743	0.1602595341293757	2.22	0.0	0.26	1.16
MA0030022011303	Ferkla El Oulia	Errachidia	Drâa-Tafilalet	1221.0362204280066	67.29792525865652	0.0551154209291733	0.76	0.0	0.95	0.57
MA0030022011305	Ferkla Es-soufla	Errachidia	Drâa-Tafilalet	339.2965606392541	154.36821305091922	0.4549654519340859	6.29	0.0	0.15	3.18
MA0030022011307	Gheris El Ouloui	Errachidia	Drâa-Tafilalet	507.2623397897262	41.886040205817054	0.0825727378523308	1.14	0.0	0.04	0.58
MA0030022011309	Gheris Es-soufli	Errachidia	Drâa-Tafilalet	578.5008299277356	83.28055568964946	0.1439592674396899	1.99	0.0	0.04	1.0
MA0030022011311	Melaab	Errachidia	Drâa-Tafilalet	1630.1083516736746	292.2012627474704	0.1792526628352402	2.48	0.0	0.77	1.39
MA0030022011313	Tadighoust	Errachidia	Drâa-Tafilalet	1222.200605029621	89.11356092325019	0.0729123848871686	1.01	0.0	0.26	0.56
MA0030033630103	Midelt	Midelt	Drâa-Tafilalet	25.24510317241136	34.97821299320715	1.3855444659633016	19.15	0.0	4.3	10.43
MA0030033630107	Er-rich	Midelt	Drâa-Tafilalet	9.971664581557189	6.458688937286572	0.6477041906555961	8.95	0.24	1.18	4.78
MA0030033630501	Aghbalou	Midelt	Drâa-Tafilalet	450.43263650712055	98.7526038719313	0.2192394508482073	3.03	0.0	0.11	1.54
MA0030033630503	Agoudim	Midelt	Drâa-Tafilalet	585.1237595875224	139.55610706881177	0.2385069906701286	3.3	0.0	0.26	1.7
MA0030033630513	Anemzi	Midelt	Drâa-Tafilalet	495.4825441927042	158.02727866351606	0.3189361169544163	4.41	0.0	0.22	2.25
MA0030033630515	Boumia	Midelt	Drâa-Tafilalet	347.6485443930228	117.69105778613988	0.3385345909951173	4.68	0.0	0.11	2.36
MA0030033630521	Sidi Yahya Ou Youssef	Midelt	Drâa-Tafilalet	528.2757304687788	50.26147193321447	0.095142496681825	1.32	0.0	0.0	0.66
MA0030033630523	Tanourdi	Midelt	Drâa-Tafilalet	244.0626420936898	98.29379322848716	0.4027400194690776	5.57	0.0	0.0	2.78
MA0030033630525	Tizi N'Ghachou	Midelt	Drâa-Tafilalet	142.32234032680708	44.79080140412546	0.3147137779021534	4.35	0.0	0.0	2.17
MA0030033630527	Tounfite	Midelt	Drâa-Tafilalet	828.87759907843	392.8619356639357	0.4739685764227805	6.55	0.0	0.26	3.33
MA0030033630705	Ait Ayach	Midelt	Drâa-Tafilalet	686.5690816405826	109.07531446097693	0.1588701230185568	2.2	0.0	0.4	1.18
MA0030033630707	Ait Ben Yacoub	Midelt	Drâa-Tafilalet	502.6536449147355	53.46022842854544	0.1063559947677566	1.47	0.0	0.0	0.74
MA0030033630709	Ait Izdeg	Midelt	Drâa-Tafilalet	580.1899956791594	70.59214341463688	0.1216707353459327	1.68	0.0	0.29	0.9
MA0030033630711	Amersid	Midelt	Drâa-Tafilalet	756.8212477736037	99.14167672118457	0.130997480597746	1.81	0.0	0.29	0.96
MA0030033630717	Itzer	Midelt	Drâa-Tafilalet	413.5955565013887	51.37962198493472	0.124226726272293	1.72	0.0	0.22	0.9
MA0030033630719	Mibladen	Midelt	Drâa-Tafilalet	652.4706184081975	159.9662651065688	0.2451700668097992	3.39	0.0	0.11	1.72
MA0030033630729	Zaida	Midelt	Drâa-Tafilalet	711.4112968201035	117.89371319034836	0.1657180785817075	2.29	0.0	0.7	1.28
MA0030033630901	En-nzala	Midelt	Drâa-Tafilalet	1182.6424351955668	198.3099264511661	0.1676837567716506	2.32	0.0	0.15	1.19
MA0030033630903	Gourrama	Midelt	Drâa-Tafilalet	1295.9908372319103	228.5679686528731	0.1763654202533317	2.44	0.0	0.04	1.23
MA0030033630905	Guers Tiaallaline	Midelt	Drâa-Tafilalet	1061.409774999291	148.4151456568213	0.1398283199878392	1.93	0.0	0.59	1.08
MA0030033630907	Guir	Midelt	Drâa-Tafilalet	1110.8557268831305	123.29950857791928	0.1109950694712412	1.53	0.0	0.04	0.77
MA0030033630909	M'Zizel	Midelt	Drâa-Tafilalet	641.4491762995475	59.41304793134761	0.0926231572610244	1.28	0.0	0.0	0.64
MA0030033630911	Sidi Aayad	Midelt	Drâa-Tafilalet	630.2425935230447	32.94467924059233	0.0522730129305164	0.72	0.0	0.29	0.42
MA0030033630913	Zaouiat Sidi Hamza	Midelt	Drâa-Tafilalet	514.3468257000952	126.30568453621676	0.2455652066371708	3.39	0.0	0.15	1.72
MA0030033631501	Ait Yahya	Midelt	Drâa-Tafilalet	494.55733858046017	25.77318754704971	0.0521136489876524	0.72	0.0	0.15	0.39
MA0030033631503	Amouguer	Midelt	Drâa-Tafilalet	580.1040651224781	107.57500711314177	0.1854408779059828	2.56	0.0	0.0	1.28
MA0030033631505	Bou Azmou	Midelt	Drâa-Tafilalet	995.1320942133927	104.56808762359412	0.105079605242006	1.45	0.0	0.81	0.89
MA0030033631507	Imilchil	Midelt	Drâa-Tafilalet	875.8164119729397	93.80077398843164	0.107100954841812	1.48	0.24	1.25	1.06
MA0030033631509	Outerbat	Midelt	Drâa-Tafilalet	609.5737640801229	49.91525772725502	0.0818855086432068	1.13	0.0	0.04	0.57
MA0030045770103	Boumalne Dades	Tinghir	Drâa-Tafilalet	18.410409382909368	14.986331142836224	0.814014008659049	11.25	0.24	2.09	6.12
MA0030045770105	Kalaat M'Gouna	Tinghir	Drâa-Tafilalet	38.289137217505335	29.41539136642017	0.7682437762784533	10.62	0.24	2.09	5.8
MA0030045770111	Tinghir	Tinghir	Drâa-Tafilalet	62.24443074769257	42.70208943297433	0.6860387173603852	9.48	0.48	5.33	5.95
MA0030045770205	Alnif	Tinghir	Drâa-Tafilalet	1371.4853653600458	168.82001756350834	0.1230928319232843	1.7	0.0	1.07	1.06
MA0030045770211	H'Ssyia	Tinghir	Drâa-Tafilalet	2346.702430948141	231.58248330208204	0.0986842133233379	1.36	0.0	0.07	0.69
MA0030045770221	M'Ssici	Tinghir	Drâa-Tafilalet	2325.585316929986	283.5914919100905	0.1219441358893943	1.69	0.0	0.07	0.86
MA0030045770301	Ait Hani	Tinghir	Drâa-Tafilalet	1200.283134703658	190.886081139244	0.1590342108625665	2.2	0.0	0.81	1.26
MA0030045770305	Assoul	Tinghir	Drâa-Tafilalet	1017.722043415483	162.10379020620886	0.1592810053147589	2.2	0.0	0.04	1.11
MA0030045770503	Ait Ouassif	Tinghir	Drâa-Tafilalet	394.9236428000968	74.0400459369243	0.1874793957939916	2.59	0.0	0.66	1.43
MA0030045770505	Ait Sedrate Jbel El Oulia	Tinghir	Drâa-Tafilalet	537.3058111002401	21.354112840901813	0.0397429404256303	0.55	0.0	0.48	0.37
MA0030045770507	Ait Sedrate Jbel El Soufla	Tinghir	Drâa-Tafilalet	387.8191510955997	19.67773385221627	0.0507394588344235	0.7	0.0	2.61	0.87
MA0030045770509	Ait Sedrate Sahl Charkia	Tinghir	Drâa-Tafilalet	545.9437296702242	34.53568099848253	0.0632586823908458	0.87	0.0	0.33	0.5
MA0030045770511	Ait Sedrate Sahl El Gharbia	Tinghir	Drâa-Tafilalet	401.94405020184274	36.90342622086796	0.0918123460276033	1.27	0.24	0.95	0.9
MA0030045770513	Ait Youl	Tinghir	Drâa-Tafilalet	457.5355594791108	66.15534306917847	0.1445906043772732	2.0	0.0	0.73	1.15
MA0030045770515	Ighil N'Oumgoun	Tinghir	Drâa-Tafilalet	1313.33956050954	324.17501753648594	0.2468325993398956	3.41	0.0	1.21	1.95
MA0030045770517	Ikniouen	Tinghir	Drâa-Tafilalet	1757.37932930816	560.5034480234746	0.3189427795558127	4.41	0.0	0.7	2.35
MA0030045770521	M'Semrir	Tinghir	Drâa-Tafilalet	362.1444157503395	15.90732389744928	0.0439253601756922	0.61	0.0	0.73	0.45
MA0030045770525	Souk Lakhmis Dades	Tinghir	Drâa-Tafilalet	388.22357760478815	34.06281583706863	0.087740203846518	1.21	0.0	0.4	0.68
MA0030045770529	Tilmi	Tinghir	Drâa-Tafilalet	1011.58172877962	79.18901337142859	0.0782823682145414	1.08	0.0	0.26	0.59
MA0030045770701	Ait El Farsi	Tinghir	Drâa-Tafilalet	732.101808608974	85.4367028240397	0.1167005760938813	1.61	0.0	0.37	0.88
MA0030045770719	Imider	Tinghir	Drâa-Tafilalet	445.8790685467808	56.06071976121212	0.1257307725700748	1.74	0.24	0.18	0.98
MA0030045770723	Ouaklim	Tinghir	Drâa-Tafilalet	835.8832481185436	138.7469416926332	0.1659884224321197	2.29	0.0	0.22	1.19
MA0030045770727	Taghzoute N'Ait Atta	Tinghir	Drâa-Tafilalet	510.268759556813	80.29358602396057	0.1573554808522835	2.18	0.0	0.99	1.29
MA0030045770731	Toudgha El Oulia	Tinghir	Drâa-Tafilalet	213.94138156826875	24.784283692458644	0.1158461421104265	1.6	0.0	2.02	1.2
MA0030045770733	Toudgha Essoufla	Tinghir	Drâa-Tafilalet	61.91985443230211	15.150368276136492	0.2446770654588765	3.38	0.0	0.07	1.7
MA0030055870101	Agdz	Zagora	Drâa-Tafilalet	9.982070530738785	9.51576237847944	0.9532854280258392	13.18	0.24	1.8	7.02
MA0030055870113	Zagora	Zagora	Drâa-Tafilalet	48.13224256199157	32.945983845456915	0.6844888601029627	9.46	0.48	3.49	5.57
MA0030055870301	Afella N'Dra	Zagora	Drâa-Tafilalet	378.5689931529892	15.64712557483378	0.0413322957184461	0.57	0.0	0.22	0.33
MA0030055870303	Afra	Zagora	Drâa-Tafilalet	798.7295774255181	115.82982362072448	0.1450175715216026	2.0	0.0	0.29	1.06
MA0030055870305	Ait Boudaoud	Zagora	Drâa-Tafilalet	711.9962220659373	57.59609408028642	0.080893819791859	1.12	0.0	0.26	0.61
MA0030055870307	Ait Ouallal	Zagora	Drâa-Tafilalet	1191.3254364874856	125.62857647269018	0.1054527777423225	1.46	0.48	1.47	1.17
MA0030055870321	Mezguita	Zagora	Drâa-Tafilalet	45.2948418977731	62.11630061465794	1.371376916489731	18.96	0.0	0.29	9.54
MA0030055870325	N'Kob	Zagora	Drâa-Tafilalet	552.4896599822437	227.9202244210064	0.4125330136103026	5.7	0.0	1.14	3.08
MA0030055870327	Oulad Yahia Lagraire	Zagora	Drâa-Tafilalet	799.5576647493152	71.4923179817333	0.0894148366448944	1.24	0.0	0.33	0.69
MA0030055870331	Taghbalte	Zagora	Drâa-Tafilalet	892.2273517946003	69.28209330711631	0.0776507166786182	1.07	0.0	0.07	0.55
MA0030055870337	Tamezmoute	Zagora	Drâa-Tafilalet	833.8701100552628	309.2696137779588	0.3708846378454106	5.13	0.0	0.18	2.6
MA0030055870339	Tansifte	Zagora	Drâa-Tafilalet	2559.404923621269	565.0692664665278	0.2207815032515521	3.05	0.24	0.51	1.7
MA0030055870341	Tazarine	Zagora	Drâa-Tafilalet	1684.3572854441763	137.49256843866783	0.0816290994950101	1.13	0.24	0.77	0.79
MA0030055870709	Bleida	Zagora	Drâa-Tafilalet	1677.856769671073	208.30900938733976	0.1241518424890204	1.72	0.0	0.04	0.87
MA0030055870711	Bni Zoli	Zagora	Drâa-Tafilalet	405.1732096682574	104.34664828125015	0.2575359026493528	3.56	0.0	0.18	1.82
MA0030055870713	Bouzeroual	Zagora	Drâa-Tafilalet	176.5126547233166	88.32113317368433	0.5003671454158776	6.92	0.0	0.0	3.46
MA0030055870715	Errouha	Zagora	Drâa-Tafilalet	581.1639467206403	88.45100063231729	0.1521962969854267	2.1	0.0	0.04	1.06
MA0030055870729	Taftechna	Zagora	Drâa-Tafilalet	657.3440588166989	37.29636783764197	0.0567379705306534	0.78	0.0	0.07	0.4
MA0030055870743	Ternata	Zagora	Drâa-Tafilalet	1071.6885659706086	54.5871303788985	0.0509356282339916	0.7	0.0	0.48	0.45
MA0030055870745	Tinzouline	Zagora	Drâa-Tafilalet	925.078163364157	29.422208591902347	0.031805105511198	0.44	0.0	0.26	0.27
MA0030055870917	Fezouata	Zagora	Drâa-Tafilalet	376.1890661265299	51.85587750913134	0.1378452543639048	1.91	0.0	0.11	0.98
MA0030055870919	Ktaoua	Zagora	Drâa-Tafilalet	4003.8581126184895	41.68575636086966	0.0104113970046774	0.14	0.0	0.04	0.08
MA0030055870923	M'Hamid El Ghizlane	Zagora	Drâa-Tafilalet	6454.788686155354	42.86569510568851	0.0066409137757878	0.09	0.24	2.02	0.52
MA0030055870933	Tagounite	Zagora	Drâa-Tafilalet	2138.710282162543	80.26563220238091	0.0375299229969665	0.52	0.24	0.95	0.52
MA0030055870935	Tamegroute	Zagora	Drâa-Tafilalet	680.6563395189304	75.26837555091072	0.1105820532048645	1.53	0.0	0.77	0.92
MA0040012310101	Agdal	Fès	Fès-Meknès	31.99577148401506	104.41659889604884	3.2634499514479565	45.12	5.77	100.0	44.29
MA0040012310103	Méchouar-Fès Jdid	Fès	Fès-Meknès	2.405966206910533	11.721440187712869	4.8718224528864855	67.35	0.24	1.76	34.1
MA0040012310105	Saiss	Fès	Fès-Meknès	35.297079246728224	60.80063026160832	1.722539982320041	23.81	0.24	42.2	20.42
MA0040012310107	Fès-Médina	Fès	Fès-Meknès	4.567227457872342	11.523149181577894	2.5230075112015533	34.88	3.12	16.97	21.77
MA0040012310109	Jnan El Ouard	Fès	Fès-Meknès	10.77474591602484	23.32591090927964	2.164868767307818	29.93	0.24	9.88	17.01
MA0040012310111	El Mariniyine	Fès	Fès-Meknès	22.74389322642236	62.06039368774998	2.7286618464974275	37.72	1.2	14.51	22.12
MA0040012310113	Zouagha	Fès	Fès-Meknès	43.256134098220734	51.84584708083203	1.198577916443176	16.57	0.72	35.99	15.7
MA0040012318101	Oulad Tayeb	Fès	Fès-Meknès	101.79059672082596	60.01550220180233	0.589597704848933	8.15	0.24	0.4	4.23
MA0040012318103	Ain Bida	Fès	Fès-Meknès	128.28734243447363	46.01017003002272	0.3586493348205705	4.96	0.0	0.29	2.54
MA0040012318105	Sidi Harazem	Fès	Fès-Meknès	78.14511244874575	52.68504908385884	0.6741950639384415	9.32	0.24	0.29	4.79
MA0040020610101	Meknès	Meknès	Fès-Meknès	116.66287458088009	222.0008258611957	1.9029260736009628	26.31	72.36	39.77	42.82
MA0040020610103	Al Machoua-Stinia	Meknès	Fès-Meknès	2.1366631812231622	0.2238909255680687	0.1047853155029794	1.45	0.0	1.65	1.06
MA0040020610105	Boufakrane	Meknès	Fès-Meknès	26.979601770218103	39.7028688689798	1.4715883950817426	20.34	0.48	0.95	10.5
MA0040020610107	Toulal	Meknès	Fès-Meknès	20.625698965699776	47.05966468149519	2.281603390011397	31.54	1.44	1.29	16.46
MA0040020610109	Moulay Driss Zerhoun	Meknès	Fès-Meknès	3.218566962906548	6.544054500880743	2.033219931820556	28.11	0.96	1.62	14.67
MA0040020610111	Ouislane	Meknès	Fès-Meknès	20.816199225841267	58.06131244048237	2.789236969273668	38.56	8.17	4.63	22.66
MA0040020610301	Ain Jemaa	Meknès	Fès-Meknès	399.5511387359153	196.6346669402223	0.4921389225978121	6.8	0.24	0.07	3.49
MA0040020610302	Ain Karma- Oued Rommane	Meknès	Fès-Meknès	272.7296035324679	175.10865555511478	0.6420595831441103	8.88	0.96	0.26	4.78
MA0040020610305	Ain Orma	Meknès	Fès-Meknès	126.58961581491216	140.4117254008404	1.109188336633691	15.33	0.0	0.07	7.68
MA0040020610307	Ait Ouallal	Meknès	Fès-Meknès	120.56125095131618	232.35638173899264	1.9272890742716369	26.64	0.48	1.47	13.76
MA0040020610309	Dar Oum Soltane	Meknès	Fès-Meknès	92.93694898607892	85.800084676636	0.9232074606784008	12.76	0.0	0.04	6.39
MA0040020610501	Dkhissa	Meknès	Fès-Meknès	123.96054294472388	30.08416076398017	0.2426914246204553	3.36	0.96	0.55	2.08
MA0040020610503	Majjate	Meknès	Fès-Meknès	120.15885345852033	159.07697155664968	1.323888893560092	18.3	0.0	0.99	9.35
MA0040020610505	M'haya	Meknès	Fès-Meknès	194.3579062133233	67.46806631382712	0.3471331196569669	4.8	0.72	0.33	2.68
MA0040020610507	Oued Jdida	Meknès	Fès-Meknès	104.21171179115872	30.97346763187368	0.2972167628715744	4.11	0.72	0.22	2.32
MA0040020610509	Sidi Slimane Moul Al Kifane	Meknès	Fès-Meknès	97.51895946040352	144.50966959974693	1.4818623004116802	20.49	2.4	0.29	11.02
MA0040020610701	Charqaoua	Meknès	Fès-Meknès	185.6958706139594	80.84472048824253	0.4353608953228126	6.02	0.0	0.04	3.02
MA0040020610705	Mrhassiyine	Meknès	Fès-Meknès	120.8365448780895	40.62533426580023	0.3362007272451113	4.65	0.0	0.18	2.36
MA0040020610707	N'zalat Bni Amar	Meknès	Fès-Meknès	125.43399716195472	83.163713252603	0.663007758137738	9.17	0.0	0.26	4.64
MA0040020610709	Oualili	Meknès	Fès-Meknès	187.4433207695949	99.51566516681676	0.5309107028099513	7.34	0.0	0.51	3.77
MA0040020610711	Sidi Abdallah Al Khayat	Meknès	Fès-Meknès	140.89937620087147	48.31284306418677	0.3428889777007256	4.74	0.0	0.07	2.38
MA0040031710101	Agourai	El Hajeb	Fès-Meknès	24.090254685644627	18.838348068268065	0.7819904070791676	10.81	0.0	0.07	5.42
MA0040031710103	Ain Taoujdate	El Hajeb	Fès-Meknès	13.876271082275622	25.072659865760365	1.8068730220892024	24.98	3.37	0.77	13.66
MA0040031710105	El Hajeb	El Hajeb	Fès-Meknès	17.50245982874429	19.25903461040124	1.100361594818354	15.21	0.24	3.08	8.29
MA0040031710107	Sabaa Aiyoun	El Hajeb	Fès-Meknès	66.2655735140913	60.9792965177402	0.9202258923296426	12.72	3.37	0.18	7.41
MA0040031710301	Ait Ouikhalfen	El Hajeb	Fès-Meknès	222.526625004745	64.84722309457703	0.2914133223078105	4.03	0.0	0.0	2.02
MA0040031710303	Ait Yaazem	El Hajeb	Fès-Meknès	230.55616737039048	190.5327683843074	0.8264049951793953	11.42	0.0	0.0	5.71
MA0040031710305	Jahjouh	El Hajeb	Fès-Meknès	204.5727855219848	77.15936510356764	0.3771731655639775	5.21	0.0	0.04	2.61
MA0040031710307	Ras Ijerri	El Hajeb	Fès-Meknès	215.5167422409861	82.05335588883543	0.3807284530919884	5.26	0.0	0.04	2.64
MA0040031710309	Tamchachate	El Hajeb	Fès-Meknès	330.9424486280794	75.30434539751053	0.2275451387686421	3.15	0.0	0.0	1.58
MA0040031710501	Ait Boubidmane	El Hajeb	Fès-Meknès	114.53353937979134	154.18982428209358	1.3462416783506763	18.61	0.0	0.04	9.31
MA0040031710503	Ait Harz Allah	El Hajeb	Fès-Meknès	223.97072920292777	121.13891650415006	0.5408694115309712	7.48	0.0	0.0	3.74
MA0040031710505	Bitit	El Hajeb	Fès-Meknès	202.64537070564728	62.49625163705736	0.3084020691883277	4.26	0.0	0.0	2.13
MA0040031710507	Laqsir	El Hajeb	Fès-Meknès	271.0935993869587	230.304757341586	0.8495396345114339	11.74	0.72	0.04	6.09
MA0040031710701	Ait Bourzouine	El Hajeb	Fès-Meknès	409.4025708005686	119.97725948820808	0.293054484864611	4.05	0.0	0.15	2.05
MA0040031710703	Ait Naamane	El Hajeb	Fès-Meknès	260.8933478504106	119.20945090309463	0.4569279051585716	6.32	0.0	0.0	3.16
MA0040031710705	Iqaddar	El Hajeb	Fès-Meknès	293.71245997357806	133.89082896843107	0.4558568233042469	6.3	0.0	0.37	3.22
MA0040042710101	Azrou	Ifrane	Fès-Meknès	11.870130325667718	17.386307797439436	1.464710775739644	20.25	0.72	4.3	11.2
MA0040042710103	Ifrane	Ifrane	Fès-Meknès	25.72101326967616	46.81022876170149	1.819921644256857	25.16	0.48	2.97	13.32
MA0040042710301	Ain Leuh	Ifrane	Fès-Meknès	528.3956111484341	240.3599126685569	0.4548862776247327	6.29	0.0	0.29	3.2
MA0040042710303	Ben Smim	Ifrane	Fès-Meknès	434.9695220247245	161.51320405643838	0.3713207383005048	5.13	0.0	0.88	2.74
MA0040042710305	Oued Ifrane	Ifrane	Fès-Meknès	850.2518299088837	194.99173923887165	0.2293341012388855	3.17	0.0	0.44	1.67
MA0040042710307	Sidi El Makhfi	Ifrane	Fès-Meknès	954.7762069360816	273.27989471476405	0.2862240310655951	3.96	0.0	0.15	2.01
MA0040042710309	Tigrigra	Ifrane	Fès-Meknès	612.8151362326143	206.2504969123842	0.3365623411006855	4.65	0.0	0.51	2.43
MA0040042710311	Timahdite	Ifrane	Fès-Meknès	922.871879511008	168.92143617537408	0.1830388810469321	2.53	0.0	0.48	1.36
MA0040042718101	Dayat Aoua	Ifrane	Fès-Meknès	398.99576525667993	77.18357772987576	0.1934446038048108	2.67	0.0	0.22	1.38
MA0040042718103	Tizguite	Ifrane	Fès-Meknès	443.51135942819593	242.7253340528364	0.5472809859160628	7.57	0.0	0.07	3.8
MA0040051310101	Boulemane	Boulemane	Fès-Meknès	40.51467299855722	18.646767133736983	0.4602472574417921	6.36	0.24	0.55	3.36
MA0040051310102	Imouzzer Marmoucha	Boulemane	Fès-Meknès	4.175967678994684	3.849854474903152	0.9219071532253718	12.75	0.24	1.25	6.7
MA0040051310103	Missour	Boulemane	Fès-Meknès	20.027956480181	26.20962244805409	1.3086518574169197	18.09	0.0	2.02	9.45
MA0040051310105	Outat El Haj	Boulemane	Fès-Meknès	10.66910614115534	37.91417780814852	3.55364144910858	49.13	0.24	0.51	24.74
MA0040051310301	Ait Bazza	Boulemane	Fès-Meknès	429.65851998074936	126.04806107269246	0.293368000891359	4.06	0.0	0.0	2.03
MA0040051310303	Ait El Mane	Boulemane	Fès-Meknès	187.3073079724552	44.70552583796329	0.2386747549889379	3.3	0.0	0.11	1.67
MA0040051310305	Almis Marmoucha	Boulemane	Fès-Meknès	634.6205517818354	225.6210626191367	0.3555212039472349	4.92	0.0	0.04	2.47
MA0040051310307	El Mers	Boulemane	Fès-Meknès	553.3892212744604	43.41603762231902	0.0784547944796096	1.08	0.0	0.15	0.57
MA0040051310309	Enjil	Boulemane	Fès-Meknès	2608.974927097669	223.6167818206193	0.085710590584088	1.18	0.0	0.04	0.6
MA0040051310311	Guigou	Boulemane	Fès-Meknès	1173.0246686359803	176.01494118112635	0.1500522076707905	2.07	0.0	0.33	1.1
MA0040051310313	Serghina	Boulemane	Fès-Meknès	503.8683026320855	107.1944284215354	0.2127429486268093	2.94	0.0	0.04	1.48
MA0040051310315	Skoura M'Daz	Boulemane	Fès-Meknès	516.0006160993977	144.51192449087537	0.2800615347773885	3.87	0.0	0.22	1.98
MA0040051310317	Talzemt	Boulemane	Fès-Meknès	362.8185418064463	118.84835303783116	0.3275696783469062	4.53	0.0	0.04	2.27
MA0040051310501	Ksabi Moulouya	Boulemane	Fès-Meknès	1316.576953497299	181.42615638959904	0.137801406828265	1.91	0.0	0.55	1.06
MA0040051310503	Ouizeght	Boulemane	Fès-Meknès	1605.7939959795674	259.03329093398224	0.1613116573997193	2.23	0.0	0.07	1.13
MA0040051310505	Sidi Boutayeb	Boulemane	Fès-Meknès	1334.0447678897988	172.90790251762112	0.1296117691695819	1.79	0.0	0.18	0.93
MA0040051310701	El Orjane	Boulemane	Fès-Meknès	768.4665920851896	83.0510425612005	0.1080737190355228	1.49	0.0	0.07	0.76
MA0040051310703	Ermila	Boulemane	Fès-Meknès	1158.4385815491864	191.5895166656287	0.1653859943178126	2.29	0.24	0.07	1.23
MA0040051310705	Fritissa	Boulemane	Fès-Meknès	2721.6757370592604	379.8024193389349	0.1395472701495686	1.93	0.0	0.26	1.02
MA0040051310707	Oulad Ali Youssef	Boulemane	Fès-Meknès	761.6914388914944	210.69586495352092	0.2766157714207096	3.82	0.24	0.88	2.16
MA0040051310709	Tissaf	Boulemane	Fès-Meknès	3784.447220041945	323.57480582239833	0.0855012071799516	1.18	0.0	0.11	0.61
MA0040065910101	Moulay Yacoub	Moulay Yacoub	Fès-Meknès	5.393896548385671	6.8608767078844695	1.271970392153303	17.58	0.48	0.22	8.98
MA0040065910301	Ain Chkef	Moulay Yacoub	Fès-Meknès	204.6751619854385	141.1041665867886	0.6894054228076164	9.53	0.48	0.7	5.05
MA0040065910303	Mikkes	Moulay Yacoub	Fès-Meknès	145.31034493682833	42.53960580832749	0.2927500160213713	4.05	0.0	0.07	2.04
MA0040065910305	Sebaa Rouadi	Moulay Yacoub	Fès-Meknès	309.3627381532327	138.77164795202668	0.4485726005026846	6.2	1.2	0.44	3.55
MA0040065910307	Sebt Loudaya	Moulay Yacoub	Fès-Meknès	189.7430967408569	53.7980999411876	0.2835312634043427	3.92	0.0	0.0	1.96
MA0040065910501	Ain Bou Ali	Moulay Yacoub	Fès-Meknès	212.8819887164026	162.51999019690555	0.7634276209877561	10.55	0.0	0.07	5.29
MA0040065910502	Ain Kansra	Moulay Yacoub	Fès-Meknès	314.1261425785806	71.47316814956932	0.2275301493943308	3.15	0.0	0.15	1.6
MA0040065910503	Laajajra	Moulay Yacoub	Fès-Meknès	228.69850832481464	115.28881244549594	0.5041082833900875	6.97	0.0	0.04	3.49
MA0040065910505	Louadaine	Moulay Yacoub	Fès-Meknès	183.9625352848612	45.027898828314825	0.2447666790338059	3.38	0.0	0.04	1.7
MA0040065910507	Oulad Mimoun	Moulay Yacoub	Fès-Meknès	143.32743740801274	82.71355697685617	0.577095066183274	7.98	0.0	0.04	4.0
MA0040065910509	Sidi Daoud	Moulay Yacoub	Fès-Meknès	174.85340093084457	127.19085791820277	0.7274142638409842	10.06	0.0	0.07	5.04
MA0040074510101	Bhalil	Sefrou	Fès-Meknès	6.324785858473439	3.528697535237107	0.5579157325160095	7.71	0.0	0.18	3.89
MA0040074510103	El Menzel	Sefrou	Fès-Meknès	8.312278536409593	10.551284883708552	1.2693613234315504	17.55	0.0	0.11	8.8
MA0040074510105	Imouzzer Kandar	Sefrou	Fès-Meknès	12.760125680005398	9.317494703146137	0.7302039914658734	10.09	0.0	1.4	5.32
MA0040074510107	Ribate El Kheir	Sefrou	Fès-Meknès	14.42179804362766	33.11429985264585	2.296128385134166	31.74	0.0	0.15	15.9
MA0040074510109	Sefrou	Sefrou	Fès-Meknès	19.094329092252945	20.208306509104126	1.0583407466933807	14.63	0.48	3.08	8.08
MA0040074510301	Adrej	Sefrou	Fès-Meknès	264.4523743480306	25.78015872319724	0.0974850718839432	1.35	0.0	0.07	0.69
MA0040074510303	Ain Timguenai	Sefrou	Fès-Meknès	111.73319377480694	119.84616070873302	1.072610176616605	14.83	0.0	0.0	7.42
MA0040074510305	Bir Tam Tam	Sefrou	Fès-Meknès	237.46759154418825	149.42039398567843	0.629224362844789	8.7	0.0	0.15	4.38
MA0040074510307	Dar El Hamra	Sefrou	Fès-Meknès	247.1376896759704	67.11908677983499	0.2715857984584902	3.75	0.0	0.11	1.9
